# Constructed from biom file
#OTU ID	A1	A16	A16B	A16S	A19	A19B	A19S	A2	B10	B10B	B10S	B6	B6B	B6S
03bb184ce76c96385b10ff6e85c846a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	1218.0	0.0	0.0	0.0	0.0
b94e7627ae1bc88dbb808418e5dddd1e	0.0	0.0	461.0	0.0	0.0	552.0	0.0	0.0	0.0	0.0	0.0	0.0	213.0	0.0
12cfb30111006d13cba448d81cf2592d	129.0	306.0	49.0	0.0	697.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	18.0	0.0
415b7d36975efbf7c46a88bef5d6b0d7	79.0	1091.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a706842daa77514242d3461a61c055bf	0.0	608.0	0.0	0.0	232.0	273.0	0.0	0.0	17.0	48.0	0.0	32.0	0.0	0.0
cf1afafc0bc474eec34765b60f9c4232	124.0	913.0	0.0	0.0	55.0	35.0	0.0	0.0	0.0	0.0	0.0	30.0	46.0	0.0
cac783ecaf005346860c7b12cf080f4a	0.0	0.0	52.0	0.0	0.0	83.0	0.0	0.0	128.0	27.0	0.0	906.0	0.0	0.0
50514cd7d6097999ca31adcded5e84aa	0.0	0.0	0.0	813.0	0.0	0.0	253.0	0.0	0.0	0.0	0.0	0.0	12.0	100.0
80150300ead89a7c62633d8968b38cba	66.0	0.0	188.0	0.0	0.0	281.0	0.0	612.0	0.0	0.0	0.0	0.0	0.0	15.0
dc7ca9d9056cf06aaa61022bb6c6f166	283.0	452.0	0.0	0.0	38.0	130.0	0.0	0.0	0.0	0.0	0.0	0.0	234.0	0.0
596bc601a63f73cd719f2ceb5546576e	0.0	0.0	0.0	0.0	986.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.0	0.0
77e561da9691665eb1c8b0edf017cf09	0.0	0.0	15.0	0.0	853.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	226.0	0.0
4e6d9d675205d04525c5156715b77b9b	0.0	16.0	0.0	335.0	21.0	0.0	279.0	0.0	0.0	0.0	223.0	0.0	51.0	153.0
ffc61c64dc5316185254f687b5fe2e79	0.0	0.0	0.0	339.0	0.0	0.0	656.0	0.0	12.0	0.0	0.0	8.0	0.0	61.0
83089eb0efa27ab0721d0f5a83f685b6	0.0	0.0	0.0	0.0	1058.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0f634ae7bb30289a34b54dd2a99ee090	0.0	0.0	0.0	66.0	0.0	0.0	622.0	0.0	0.0	54.0	150.0	0.0	0.0	151.0
65b8562d82d197e59c7601291d48e2dc	0.0	0.0	0.0	0.0	1015.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0
60b969123807ed87de319fe2fda984bb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	963.0	0.0	0.0
e1a81529c283d1a8f0c49ab941e842c6	0.0	0.0	0.0	0.0	0.0	481.0	0.0	534.0	0.0	0.0	0.0	0.0	0.0	0.0
3b7267c8c51980ada91923bac0662237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1007.0	0.0	0.0	0.0	0.0	0.0	0.0
1767bedb621a72c5338ad398893dfa35	0.0	43.0	0.0	0.0	0.0	0.0	376.0	387.0	0.0	0.0	104.0	0.0	0.0	94.0
c0d7ffe2e11b81248f304c405609182d	109.0	588.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	0.0
dccd60f34b7056a246fed3600801e4c9	0.0	326.0	0.0	0.0	52.0	0.0	0.0	0.0	120.0	452.0	0.0	36.0	0.0	0.0
284529098401f87807b33ff68f19b330	113.0	628.0	0.0	0.0	0.0	145.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	24.0
cd916951f6553f9e124a6d683b76be18	0.0	0.0	0.0	27.0	0.0	0.0	854.0	0.0	3.0	0.0	0.0	0.0	0.0	76.0
92a454d8a8e68e5c9b52061c25290e2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	956.0	0.0	0.0	0.0	0.0
b1118d463500f7889fdbd5a911417f97	85.0	706.0	0.0	0.0	30.0	62.0	0.0	0.0	0.0	0.0	0.0	14.0	54.0	0.0
5a79ef1bf86d1b8c1e7ed8f79dfe6d16	0.0	215.0	0.0	0.0	624.0	78.0	0.0	0.0	0.0	0.0	0.0	28.0	4.0	0.0
6fe35dac0283f45fae1fb03bb054dd94	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	878.0	0.0	0.0	0.0	0.0
7b43f93c7f85e93a0c31fa53c1b1cc05	78.0	0.0	41.0	0.0	0.0	180.0	0.0	403.0	0.0	14.0	59.0	0.0	119.0	49.0
45b70870fb258e80647c04f982ffc091	0.0	0.0	0.0	0.0	0.0	943.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ce5083092564eb3f27a40ed72fd8062f	0.0	0.0	0.0	21.0	0.0	0.0	149.0	0.0	0.0	29.0	419.0	0.0	0.0	300.0
eb60ce7b3c6cb95718d93e6387d1ebdc	0.0	305.0	0.0	0.0	11.0	414.0	0.0	0.0	14.0	31.0	0.0	129.0	0.0	0.0
868d12210a955b47ced299f918305e4b	0.0	0.0	0.0	29.0	0.0	0.0	766.0	0.0	0.0	13.0	0.0	0.0	0.0	86.0
0f2166fd675a57b47c8f99d46c795917	0.0	0.0	0.0	413.0	0.0	0.0	278.0	0.0	0.0	0.0	0.0	0.0	0.0	183.0
be3e534a6cde24e995a4cf39f7876e06	0.0	0.0	0.0	175.0	0.0	0.0	439.0	0.0	16.0	12.0	0.0	0.0	162.0	64.0
e1157f130c57de05fe15457f08f736e0	17.0	531.0	13.0	0.0	34.0	202.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
457cf57d4fe283ed5edb75eeef5ff4a9	0.0	0.0	97.0	188.0	527.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	23.0
9c269fc98416c4aa6fc11975e82856e7	25.0	0.0	0.0	0.0	820.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0
e0d968a400e2f1b56ac5e7321f04a27b	0.0	0.0	0.0	708.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.0	13.0
ef97eb59033a17fdc8015d6becc79986	0.0	0.0	0.0	0.0	810.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0
f7fa15e824e73fd151fc4ec207d8a359	0.0	0.0	662.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0
3a12912fbe486765feadae0eedca9df3	47.0	117.0	0.0	0.0	505.0	81.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0
0a9f89cdebdd4c395d6eed64596a1caf	0.0	0.0	295.0	0.0	0.0	0.0	0.0	504.0	0.0	0.0	0.0	0.0	0.0	0.0
b226f2ddb925264333e55259adce3c9a	0.0	0.0	0.0	0.0	0.0	393.0	0.0	400.0	0.0	0.0	0.0	0.0	0.0	0.0
e8cf68902cdb8362ed2993aac0d823d6	0.0	497.0	178.0	0.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d77593006609b1d8e2dcecc019196889	0.0	0.0	0.0	0.0	0.0	393.0	0.0	394.0	0.0	0.0	0.0	0.0	0.0	0.0
d63943bc66239e74b59963b44f7edfb9	0.0	441.0	0.0	0.0	92.0	219.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0
8556ef590cb7d48b156dfbe710dcfa17	0.0	0.0	0.0	0.0	778.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6e15890d11d8839eb1885d1594461157	47.0	674.0	0.0	0.0	33.0	12.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0
8fc4d1251ea0dc0327d8eb1aa981a583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	731.0	0.0	0.0	0.0	0.0
e34fed5649b3c336bf805a01e248debb	0.0	0.0	0.0	40.0	0.0	0.0	219.0	0.0	0.0	45.0	394.0	0.0	0.0	68.0
44ccd9fc643d020d6dd6f12c5ae217fa	0.0	230.0	0.0	0.0	0.0	535.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b37f34752a0d734213ade98dc3d276b5	0.0	0.0	0.0	58.0	0.0	0.0	35.0	0.0	0.0	0.0	86.0	0.0	0.0	585.0
264bc871517b1ddb79411415d479df32	0.0	147.0	0.0	0.0	0.0	433.0	0.0	0.0	0.0	0.0	0.0	180.0	0.0	0.0
523e2632000a3abf67d541df342f6914	0.0	0.0	0.0	0.0	0.0	83.0	0.0	575.0	0.0	0.0	0.0	0.0	33.0	68.0
dc4844b13a82d1e443ef13c739c542fa	0.0	389.0	0.0	0.0	29.0	194.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	0.0
0e62e3b0ebca155da205ce0071123b6c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	732.0	0.0	0.0	0.0	0.0	0.0	0.0
defe9637496629d21dc81bae13e8c9cf	21.0	167.0	0.0	0.0	35.0	261.0	0.0	0.0	34.0	138.0	52.0	21.0	0.0	0.0
a12238db5b56fca3b81f96cba6eed09d	0.0	49.0	68.0	0.0	380.0	0.0	0.0	0.0	0.0	56.0	0.0	96.0	73.0	0.0
6ddb3a5340a37ef64f8afa31987f1be7	0.0	0.0	0.0	672.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0
b4fe5f4033bdec258991ae291e17a828	0.0	0.0	0.0	0.0	701.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
401d2fbbd13bb9827af70bda757347e9	0.0	0.0	0.0	670.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
ad72e609a3d9888cf15d3fe6ee3a16f9	31.0	641.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24da6178834a0ecf1f5497ee06031b72	0.0	0.0	316.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179.0	0.0	203.0	0.0
42bedb8e120a249d3521c5163faf05f8	68.0	538.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0
492b2b366b86d25d38f8f5a076e41be4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	687.0	0.0	0.0	0.0	0.0	0.0	0.0
9df30852c35b650d93dd8ec794fa0dea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	683.0	0.0	0.0	0.0	0.0	0.0	0.0
4e11f023c90bfbc940e88ae8276f8f2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	612.0	0.0	0.0	0.0	0.0
af99014b90586b47d9bfd9e7a24c5d60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	547.0	0.0	0.0	0.0	0.0
4d31aeb631c06287b6bdc7f796016aaa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	674.0	0.0	0.0	0.0	0.0	0.0	0.0
16ac007a4a3a72cb45da4f453c6f26db	0.0	0.0	0.0	0.0	0.0	0.0	0.0	669.0	0.0	0.0	0.0	0.0	0.0	0.0
e6786e616b38577e5a710d612f934fe3	0.0	0.0	0.0	0.0	0.0	0.0	200.0	0.0	43.0	54.0	96.0	22.0	0.0	251.0
69b769c96cbe4d9ad47ea0306455afea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	662.0	0.0	0.0	0.0	0.0	0.0	0.0
4ceb28ae993175ab45818920067d1bf4	0.0	0.0	0.0	645.0	0.0	0.0	0.0	0.0	7.0	5.0	0.0	0.0	4.0	0.0
28b6a0e0c37b48930aa4aad1e8f01f37	0.0	0.0	660.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c9b02cbc18a2c2b242081832df7affd5	5.0	107.0	0.0	0.0	0.0	547.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ff7275c07531072785063b79d4130e66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.0	513.0	0.0	0.0	0.0	0.0
b7c02a2e05fc4b9a9a376e41dea89487	0.0	0.0	0.0	60.0	0.0	0.0	326.0	0.0	0.0	0.0	15.0	0.0	0.0	247.0
b6353c16064bd3ee674ccb53b4eef6fc	0.0	0.0	257.0	0.0	0.0	384.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fb5e42ab07f38269205c8a15e084db70	0.0	289.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	278.0	0.0	0.0	0.0	0.0
6c1db0a82b256e970746dc5bea54b1c1	0.0	200.0	0.0	0.0	0.0	304.0	0.0	0.0	0.0	88.0	0.0	42.0	0.0	0.0
cd47238a90e8b82209fe79e78736c9c5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	632.0	0.0	0.0	0.0	0.0	0.0	0.0
9ec0a996e73c129d1d41eff5c3743b80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	628.0	0.0	0.0	0.0	0.0	0.0	0.0
2ebe1060d1f1e254e64ddd987f49446d	0.0	0.0	0.0	107.0	0.0	0.0	226.0	0.0	4.0	0.0	279.0	6.0	0.0	0.0
9ebec704978950cd7d9dd0144b045875	36.0	279.0	0.0	0.0	187.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	95.0	0.0
cfe0b8bf3d93f941d7c561901f560a56	0.0	0.0	620.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
528534a4c2b53438f6a257648725fcc2	0.0	0.0	0.0	8.0	0.0	0.0	403.0	0.0	0.0	0.0	0.0	0.0	0.0	209.0
d892d0542579b8249bb5fdf946f1e66a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	615.0	0.0	0.0	0.0	0.0	0.0	0.0
49cd6252d086df99449d0cb100f519ca	4.0	503.0	0.0	0.0	37.0	0.0	0.0	4.0	0.0	0.0	0.0	23.0	42.0	0.0
cbac5f95a83d486154c45ea4b00bd75d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	611.0	0.0	0.0	0.0	0.0	0.0	0.0
c988d7fa4af76fedb0af2965cf1d3881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	606.0	0.0	0.0	0.0	0.0	0.0	0.0
26c4ac845bb33cea4d655712317428f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	518.0	0.0	0.0	0.0	0.0	88.0	0.0
756277a61d4e41aeb5e2d24c4545fc74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	605.0	0.0	0.0	0.0	0.0	0.0	0.0
e36845af3ffac0e8a107f47e0d988456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	603.0	0.0	0.0	0.0	0.0	0.0	0.0
28dd1a004e4187cfe0ad1a73aae796e7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	602.0	0.0	0.0	0.0	0.0	0.0	0.0
9d4975b8ab524f5bb2d03041e36d9995	0.0	0.0	0.0	399.0	0.0	0.0	36.0	0.0	0.0	0.0	80.0	11.0	67.0	0.0
5f168e7eb98bbfc4ef65b44e2399f0a7	0.0	0.0	0.0	486.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	31.0	61.0
ad291e2de2c2fa73d4525a8922c089e9	0.0	0.0	0.0	0.0	0.0	589.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5d4672a69cfb9ab1e9ecfaf53ec9a273	0.0	0.0	0.0	389.0	0.0	0.0	165.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0
6caab38cd6c8c85ab0c5f37719a2db96	0.0	140.0	0.0	0.0	0.0	445.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7f384ea2ee9248ef2fe9b2a84f59942e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	584.0	0.0	0.0	0.0	0.0	0.0	0.0
08da46dcfbe503295f180183993fc840	0.0	0.0	0.0	0.0	574.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
183a47b32e53cdcc1e40dc0adcdaf2e2	0.0	0.0	0.0	0.0	0.0	264.0	0.0	316.0	0.0	0.0	0.0	0.0	0.0	0.0
504b0480263632544182dedc99f695b5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	580.0	0.0	0.0	0.0	0.0	0.0	0.0
98215f4dd62ae9bf3bc3d82823bb1175	0.0	0.0	0.0	35.0	0.0	0.0	316.0	0.0	0.0	0.0	62.0	0.0	0.0	162.0
b54b53f1311b8d524150e0192d295fc6	0.0	0.0	0.0	0.0	0.0	0.0	218.0	0.0	0.0	56.0	65.0	0.0	0.0	235.0
5e5cc86ad43d1181ededa8da9dafdb19	0.0	0.0	0.0	473.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	81.0	0.0
8e79d714a9e82305f90acddc7ffe0f80	71.0	0.0	0.0	262.0	0.0	0.0	239.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ed904eee78ef0654af0737b27504ff0c	48.0	304.0	0.0	0.0	0.0	196.0	0.0	0.0	0.0	15.0	0.0	0.0	8.0	0.0
ef38ccd505d6897c2aef40ba4fc8f4c5	0.0	0.0	259.0	0.0	0.0	307.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9b971d5e2cc1d14c83e10e0ed6fa1add	0.0	0.0	0.0	0.0	0.0	565.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fe8ad9d2c6ec4ce8b0ae65c4112ad4bd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	563.0	0.0	0.0	0.0	0.0	0.0	0.0
ab7cd9cbb2ba11f550a9a4cee75561dd	0.0	0.0	0.0	0.0	0.0	328.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	0.0
4149b40b027d452b2651596f3c5d49cd	0.0	0.0	0.0	0.0	0.0	0.0	328.0	0.0	4.0	0.0	167.0	0.0	0.0	58.0
caf7bfb9054b60be0fc80ce93e61ddcb	0.0	0.0	0.0	0.0	0.0	0.0	333.0	0.0	0.0	50.0	36.0	0.0	0.0	134.0
d9bf6c286c14fb4eaa5ca2b21f367506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	552.0	0.0	0.0	0.0	0.0	0.0	0.0
c6440383906d694a93b44e6a9f0addc9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	458.0	0.0	0.0	93.0	0.0	0.0	0.0
4e1378e1f8938dc47f0319a345be39fd	0.0	0.0	0.0	47.0	0.0	0.0	411.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0
9255a9f40ca17e1e2c49a91dc1498319	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	492.0	0.0	0.0
d0f2a52536db46375ea3e2ae93ea616d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	544.0	0.0	0.0	0.0	0.0	0.0	0.0
