Domain	Phylum	Class	Order	Family	Genus	Species	A1	A16	A16B	A16S	A19	A19B	A19S	A2	B10	B10B	B10S	B6	B6B	B6S
222e813bbb6a04f3307446988fa562ad	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Unassigned	Unassigned	0	0	0	0	0	350	0	0	0	0	0	0	0	0
e05d0be2dffd7576dd0c8a353e5a64c7	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	349	0	0	0	0
7a66a6c9d2c314b43f8e9de18d1465d1	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	344	0	0	0	0	0	0	0	0	0	0	0
1794dc045dc257c2ed8258b671794c5a	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Rhizobiaceae	Ensifer_A_499891	Ensifer_A_499891 adhaerens	0	0	0	0	344	0	0	0	0	0	0	0	0	0
ff1bca53909288388ef2e698c96c8f43	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides_A_392796	Nocardioides_A_392796 sp000364605	0	0	0	0	344	0	0	0	0	0	0	0	0	0
5738b0fedaed97a5d80a107a3530032d	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Sphingomonas_N_483429	Unassigned	0	0	0	0	344	0	0	0	0	0	0	0	0	0
31bcaf4440300f41b7fe07b31da76cb6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	342	0	0	0	0	0	0	0	0	0	0	0
1533515e5bd5b0d4fca743c731b5794d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	341	0	0	0	0	0	0	0	0
f980a6b641121d151f02651e7750d62a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	341	0	0	0	0	0	0	0	0
c465aeab502cf6bdfa6479563b929b63	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	340	0	0	0	0	0	0	0	0	0	0	0
e4ffc700467940525d779f183e5344e7	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Rhizobiaceae	Unassigned	Unassigned	0	0	0	0	340	0	0	0	0	0	0	0	0	0
474f94c0a266b58488f2b9a70a22e106	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	339	0	0	0	0	0	0	0	0
dca862d66df827ab0b73bad7eaf7d672	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	0	0	339	0	0	0	0	0	0
690be1ff00131f01325ccb2cd5ec933a	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	338	0	0	0	0	0	0	0	0
b1ca2977bc84ac1a50359a4e50c68e2b	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	0	0	338	0	0	0	0	0	0
c2bdeae262e1e06e8feafcb58ab2f2d3	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	337	0	0	0	0	0	0
8ac213549364c0fee86b23a977c5c41c	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Granulicella_C_416163	Unassigned	11	299	0	0	0	0	0	0	0	24	0	0	0	0
42767c0c4d508e61e245ec9cb3608166	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	334	0	0	0	0	0	0
b693416a63433497e2b4270727d17853	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	333	0	0	0	0	0	0
6e7926dc4afed46e6fce195f83169838	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Pirellulimonas	Pirellulimonas nuda	0	0	0	0	0	0	0	0	0	0	0	0	329	0
673ee00a09af05602a69b8eedd9ca428	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Trebonia	Trebonia kvetii	0	0	0	0	0	0	0	0	0	325	0	0	0	0
d57974b1c9981378bab3b22dd6971704	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	324	0	0	0	0	0	0
abd36a7ffa60ffbb529f85f63e33c44a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	0	0	323	0	0	0	0	0	0
eaec98d7ff032f81cc2db8b5563969c3	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	320	0	0	0	0
327099aac8e1cfacab8e0dfda79e5e0f	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_737866	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	317	0	0	0	0	0	0
863379a5997dbd28e6e8d957597d4ac2	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	316	0	0	0	0	0	0	0	0
1c0b3cebad75123b8015fa14318a0e13	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	315	0	0	0	0	0	0	0	0	0	0	0
bfe487f4b5e96dc33416ae1281a62d49	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Palsa-187	Unassigned	0	0	0	0	0	315	0	0	0	0	0	0	0	0
abf0608b9a95e76408f7102344d62f7f	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	315	0	0	0	0	0	0
bf71795fde5bda5fba6893f2ba91750a	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	312	0	0	0	0	0	0
85e1edde2d4214dbd321aa5861b1f691	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	311	0	0	0	0	0	0
6a1720521c4d65847daca9a8a29fff8a	Bacteria	Bacillota_A_368345	Clostridia_258483	Lachnospirales	Lachnospiraceae	Unassigned	Unassigned	0	0	0	0	0	308	0	0	0	0	0	0	0	0
4a4116df957c4f650ee07e93d863c85e	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	307	0	0	0	0	0	0	0	0	0	0	0
0c98d772ca16c4d3163ee2d5a60932b6	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia biwaensis	0	0	307	0	0	0	0	0	0	0	0	0	0	0
eedf25cbc339812cee3c14e4b3926a5c	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	307	0	0	0	0	0	0	0
4badc48a5f1ae5f801251a5222383631	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	304	0	0	0	0	0	0	0	0	0	0	0
2c89573bc9b920bccd67c3b4e2e7793c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	304	0	0	0	0	0	0	0	0
928c150e833cbbc787e91bf7643ede78	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	303	0	0	0	0	0	0	0	0	0	0	0
90794e3012177dbb98d3f0101801a858	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	303	0	0	0	0	0	0	0	0
7375314fed6da05c7e4a6780a4a5bf3b	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Bog-159	Bog-159 sp003166475	0	0	0	0	0	303	0	0	0	0	0	0	0	0
f9823fba8a012f00f72dbd75572a065c	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	299	0	0	0	0	0	0	0	0
eb69933b9d6eb9e9ddfe9aaeb3c73ba6	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	297	0	0	0	0	0	0	0	0	0	0	0
5b8c9eaf200466aeb19cce4f98f276d8	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	297	0	0	0	0	0	0	0	0	0	0	0
c58824ed474e4c9e405b82eb44b5878f	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	297	0	0	0	0	0	0	0	0
73938afb1c71df6c18a401842b6602e1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unassigned	0	0	0	0	0	296	0	0	0	0	0	0	0	0
0f0d01d37919cb9ef5ddda3d199bf200	Bacteria	Pseudomonadota	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	296	0	0	0	0	0	0	0	0
fe505640cc531dfdb403ada1d164f75c	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Aquisphaera	Unassigned	0	0	0	0	0	0	0	0	0	296	0	0	0	0
cbbe629acce8de1551bca39bf2a2e982	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Unassigned	Unassigned	0	0	0	0	295	0	0	0	0	0	0	0	0	0
f42db23e05ef6b5aabe13b0d52312204	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	292	0	0	0	0	0	0	0	0	0	0	0
b67157b3ccd07ba07b8d5ccc9d0d4a06	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	292	0	0	0	0	0	0	0	0
ad9a2a315285a64c6622c83715c0398b	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_737866	Unassigned	Unassigned	Unassigned	26	252	0	0	0	0	0	0	0	0	0	13	0	0
187912381bcc677d26bbb2b15a7e098b	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	291	0	0	0	0	0	0	0	0
94c449d6f63d3d9ec6dd7ccd369690dd	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Rhizobiaceae	Unassigned	Unassigned	0	218	0	0	0	0	0	70	0	0	0	0	0	0
8b2dde40a53ee37dad7455fe60d3c143	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	286	0	0	0	0	0	0	0	0
d6bd0999d8486537487038ca6bc07d79	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unassigned	62	0	0	0	206	17	0	0	0	0	0	0	0	0
623923bdcb7e59228013d35c74fc6158	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Beijerinckiaceae	Unassigned	Unassigned	0	0	0	0	0	285	0	0	0	0	0	0	0	0
be6062ba0dac0d03f3e597554a87c46d	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Unassigned	Unassigned	0	0	0	0	282	0	0	0	0	0	0	0	0	0
a5a518a568dbb6d24db977f392e4a57f	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Sphingobium_A_485959	Sphingobium_A_485959 pinisoli	40	166	0	0	65	0	0	0	0	0	0	10	0	0
4352faff313643c23adb85498c10d8fa	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	Micavibrio_B_508655	Micavibrio_B_508655 aeruginosavorus_A	0	0	0	0	0	281	0	0	0	0	0	0	0	0
0c209ac726060e318d12115cf83114b4	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Unassigned	0	0	0	0	0	0	0	59	104	0	118	0	0	0
0d6811a78334987e5b1c441f6f0100fc	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	279	0	0	0	0	0	0	0	0	0	0	0
ef5d99ee24cc7cfd4ae4c17bdb628654	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	278	0	0	0	0	0	0	0	0
9201332984cd6e04b0d7fca02964021a	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	278	0	0	0	0
2f50ef03e9931bd10ff45ac5aea76d1d	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Unassigned	Unassigned	0	0	0	276	0	0	0	0	0	0	0	0	0	0
cd9944854aebc5330e11b07c8c69a25d	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	273	0	0	0	0	0	0	0	0	0	0	0
a2bb1041bf612dc08ad5fec982d53831	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	273	0	0	0	0	0	0	0	0
6ba695889acb1036eda99fdf7728b7c4	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	273	0	0	0	0	0	0	0	0
431862a6ba0dc097286925eddb4d1210	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	273	0
9ac663d0c3a7f08e1e5238ad499afd8c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	272	0	0	0	0	0	0	0	0
d17ec2ae7ce4b2604392af73ef0f5bad	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	272	0	0	0	0	0	0	0	0
9492b93affa68a55d4918ccabac96a43	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Novosphingobium	Novosphingobium rosa	0	0	0	0	0	272	0	0	0	0	0	0	0	0
dfe3bbb059f617db94220c07b1e447ea	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Granulicella_C_415415	Granulicella_C_415415 sapmiensis	0	0	0	0	0	270	0	0	0	0	0	0	0	0
34906beaec9de2ec62e130b8da149187	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	269	0	0	0	0	0	0	0	0
c7726e73e9e04d4cc1c5845dde4afef0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	269	0	0	0	0	0	0	0	0
133dd1653dc381f7379899c149188bb1	Bacteria	Pseudomonadota	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	268	0	0	0	0	0	0	0	0
6a8dddd1e9bcb42ec69bb41eef96612a	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	267	0	0	0	0	0	0	0	0	0	0	0
f5e032885ddbf784eeea4652a10f6101	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	266	0	0	0	0	0	0	0	0
1fb64c54f8c6bfb2ad2d22dbdfdd0124	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA5150	UBA5150 sp002792275	0	0	0	0	0	0	265	0	0	0	0	0	0	0
811e611fd16f0a85199ada9e3c8473b2	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Unassigned	Unassigned	0	0	0	0	264	0	0	0	0	0	0	0	0	0
1c3dd4c2afbfae7b8014a9ed888eae29	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	263	0	0	0	0	0	0	0	0
5945e32324397a731f78e1c7b972eeaa	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	UBA2421	UBA2421 sp002343075	0	0	0	261	0	0	0	0	0	0	0	0	0	0
c81aa5de0c96210a3dc072ca14fe396d	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	260	0	0	0	0	0	0	0	0	0	0
da912371051c94077ef1013f653d49cb	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	260	0	0	0	0	0	0	0	0
f53b44628ca0aa60cf4ec4ff2795be34	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	260	0	0	0	0	0	0
b3a834c17d54abc95fea4d8cf6c51b04	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	257	0	0	0	0	0	0	0	0
c47eb5efad6687bda68e4891cba96644	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	255	0	0	0	0	0	0	0	0
fedd83794cb00e991bcaf3c37c4ecc22	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Micromonospora_H_372070	Unassigned	32	221	0	0	0	0	0	0	0	0	0	0	0	0
42bfe41f09597393bd4b932be0abf43b	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales_608018	Thiotrichaceae_608018	Thiofilum	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	253	0
83bf8ee0596eeac46d41acf442b3571e	Bacteria	Acidobacteriota	Terriglobia	Acidoferrales	UBA7541	Palsa-189	Palsa-189 sp003223325	0	0	0	0	0	252	0	0	0	0	0	0	0	0
38f205254b91e51698f005ca34914b34	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Unassigned	Unassigned	Unassigned	21	0	0	0	0	0	230	0	0	0	0	0	0	0
48d90fa08520913d32643c950aef80b3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	251	0	0	0	0	0	0	0	0
e3e1b9dd92fbebadd11c75535a7c4cd9	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Xanthobacteraceae	Unassigned	Unassigned	0	0	0	250	0	0	0	0	0	0	0	0	0	0
7a296c0cadbc44c7878f12526303d08b	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Lawsonella	Unassigned	0	0	0	0	0	0	0	245	0	0	3	0	0	0
4f6401ed33c6e512bdad19d9dc8998c3	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	247	0	0	0	0	0	0	0	0	0	0	0
801d880a9ad5c00f686d030d796abf59	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	246	0	0	0	0	0	0	0	0
3aa6d83c9bcfc38ccd124b92f372eb64	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Novosphingobium	Unassigned	0	245	0	0	0	0	0	0	0	0	0	0	0	0
051753772b7c831371c799fbb609be29	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	244	0	0	0	0	0	0	0	0
02ec801aa43bdb59e667cb80d53b05db	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	243	0	0	0	0	0	0	0	0
8124b28b8097eff4ce14b21f32cb487c	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Beijerinckiaceae	Methylobacterium	Unassigned	0	0	0	0	0	0	0	0	0	0	0	243	0	0
d93887b863e3e493b874ce1cb41945a0	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	242	0	0	0	0	0	0	0	0	0	0	0
aa88beb8c4efe177cc4f67b018887890	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Unassigned	Unassigned	0	0	0	242	0	0	0	0	0	0	0	0	0	0
c7a799b3caaa4aec398020b900363967	Bacteria	Bacillota_A_368345	Clostridia_258483	Lachnospirales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum hallii	0	0	0	0	0	242	0	0	0	0	0	0	0	0
05256bd21660b46f2b5646f2b2926850	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	242	0	0	0	0	0	0	0	0
fc905c59831baaaa36c68a0b961cbe6a	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Sphingomonas_L_486704	Unassigned	0	0	0	0	0	242	0	0	0	0	0	0	0	0
5e3b760227daa9b72ca618848b110e7a	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	241	0	0	0	0	0	0	0	0
9a7a30a57ab62328f226e272e2df3754	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Friedmanniella	Unassigned	0	0	0	0	0	241	0	0	0	0	0	0	0	0
5da4f2d5dc9cd07707050406d802c6d3	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	Rhizomicrobium palustre	0	0	0	240	0	0	0	0	0	0	0	0	0	0
e570299ca8d373b829908f9f49c61475	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	237	0	0	0	0	0	0	0	0
0f176cd7d22a4d8f64082df27f666b07	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Unassigned	Unassigned	0	0	236	0	0	0	0	0	0	0	0	0	0	0
87a3d8d5acaa09172cf34619af9c6569	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	235	0	0	0	0	0	0	0	0	0	0	0
945dd97bc992e8313fef668240495ef4	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Rhizobiaceae	Unassigned	Unassigned	0	0	0	0	235	0	0	0	0	0	0	0	0	0
2272274484736a3c0db232d5a49cd1ee	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Unassigned	Unassigned	0	0	0	0	0	235	0	0	0	0	0	0	0	0
ecee5737c9f497f1f25e5ebae718fca8	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	235	0	0
59fd90b28c503a788517f8f6d33bf820	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775	0	0	0	0	0	0	0	234	0	0	0	0	0	0
f2d960a9b66994f18b772374dab2676a	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	234	0	0	0	0
3a7827dc18cf03cb208f4b978d39d159	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	233	0	0	0	0	0	0	0	0
0951d46361325ec0189a0cd023f6bd0a	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Labraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	233	0	0	0	0
9d0bac4ad17b5d661f9fdfbd780bddb1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Novosphingobium	Unassigned	0	0	0	0	0	231	0	0	0	0	0	0	0	0
efc0e80b01de8e161b65818207afb926	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	229	0	0	0	0	0	0	0	0	0	0	0
56b6b08b2f5e4ac77d6ed6c166675888	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	229	0	0	0	0	0	0
88c7e8714a246e1aae7870f772b5623c	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	227	0	0	0	0	0	0
b897c705f607c77820f0219b1f3b9e0b	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Rhizobiaceae	Ensifer_A_499891	Ensifer_A_499891 adhaerens	0	0	0	0	0	226	0	0	0	0	0	0	0	0
4ec633fceafbeef6f3986ff39bc4d973	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae_486827	Sphingomonas_L_486704	Unassigned	0	0	0	0	225	0	0	0	0	0	0	0	0	0
00e4fd753dbe33da6891b07d4f3ccf36	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	225	0	0	0
f9cc6c5c8f8000bef0eb6674e3c52c78	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	223	0	0	0	0	0	0	0	0	0	0	0
58f735e14269c8d5a928a0f6af7999f7	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_B_887417	Unassigned	0	0	0	0	0	223	0	0	0	0	0	0	0	0
ca1f1d95908e957b04339d6050d3f7e0	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Pseudonocardiaceae	Actinomycetospora	Unassigned	0	0	0	0	0	0	0	0	0	0	0	223	0	0
e4dbb6bc20b4ac668566b43cdca2e881	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_505101	Rhizobiaceae	Unassigned	Unassigned	0	0	0	0	0	222	0	0	0	0	0	0	0	0
abdb74d05a798b819c2b4ab8921c11b2	Bacteria	Pseudomonadota	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	222	0	0	0	0	0	0	0	0
7ceac3ecb1020815662b3cc6df000f0c	Bacteria	Acidobacteriota	Terriglobia	Acidoferrales	UBA7541	Acidoferrum	Unassigned	0	0	0	0	0	0	222	0	0	0	0	0	0	0
53dd6ed3dffc5a1eb5012404d28afca5	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	220	0	0	0	0	0	0	0	0
f4ee786655ce03d985615f2008ac5c64	Bacteria	Bacillota_A_368345	Clostridia_258483	Lachnospirales	Lachnospiraceae	Dorea_D_143701	Dorea_D sp011960265	0	0	0	0	0	0	0	0	0	0	219	0	0	0
9efb4b2b3a55ceb9bd935e38a150e430	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	219	0	0	0
a40f33ad0016af6bd80f397854951590	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	218	0	0
b9e602092665a36b978a9de9f3d07e8e	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	217	0	0	0	0	0	0	0	0
