#OTU ID	prev	p
ad5b076ceca124988d499bd10121201f	3	0.697802197802198
241d19925d697acb862069162eaad530	1	
a4a22fe1df4b192a73b360bf40a66e16	2	0.142857142857143
5d015bc63da585dfaad2a8b0bf02279a	1	
dbfeb9671f96b12e413e314f424a45b9	2	0.637362637362638
c8698dd1b2f6f828db66553ff318cfa6	3	0.697802197802198
84f08d239a9421f0ba8ecb556dbbc7bf	1	
d361802f73a6ca421745cebac395ffc9	1	
80e3b8e7989801ffe088b1eaaaaab7d2	2	0.142857142857143
68ac5ba47e059e7725157bdeea9e3b43	4	0.752747252747253
158d96f2781dbf6a51ebea8ffa385e7d	1	
adda45c9a6fc3357429a43597d12d251	4	0.752747252747253
1264c4cb36091295cb5e2836db18e899	1	
c6f5babd8249d0da6049f970687fbe8b	2	0.637362637362638
b88451b0babd24eb93dab4b4e63b1995	1	
3ff2c5e82b3ff9df6be3b976e79bc3fc	1	
15960c11a7f9f5f8418ba427d4daec14	4	0.752747252747253
57be2c0bf3ba8fa509effef98c93083c	1	
5c3e2621cd6ea78e61c830976880e83b	2	0.142857142857143
3f48a61e0ff3c42b07106ac1ceb896ce	4	0.752747252747253
2664c85e90c17c6ee42c06ae33d04924	2	0.142857142857143
bdaf2fac58993844d2a226d01c549989	1	
737bf7368a9969bdea4f1fd56634ad8f	1	
bfbda80f8a7db9295a8f327a986ccb5f	2	0.637362637362638
364c46cdac64142298f38726a10b9551	3	0.697802197802198
238d5885e4bc4845dd86b165852dcfa0	1	
48191f62e8dee939b00ea9d73a823859	1	
4fb2578757c6a434713ea49a580c803e	1	
5acfe7080844383c5c8f48dc858660c0	2	0.637362637362638
be832d7bc7e1005726b9d2a16c1012c1	1	
fab057eba3a75c7caa8530302cb23fdb	1	
489147e9d2ae8fd674f50d4e9bcb5756	1	
9636aa335c8bfa4e8c3511f750776eed	1	
f486ce5232ef0caf37242c0563e320f7	1	
53250ebcdcd825e5e5a39310edbcdf77	1	
4ac03212da0a991a6f66fc1bfb5d81c6	2	0.637362637362638
d5c478480144f8ed0ae953287f728ad0	1	
3cc03bf7d5a3d1fb1ccff16eab2985cd	1	
79025f53e81d2046a59a819014ef184c	5	0.357142857142857
52566635d95f65fad20f05dafdfb045b	1	
cdec7021d2b03437f89f6b3794b2a896	2	0.637362637362638
f8c263c95c2c36620f0d6780fe89ce89	2	0.637362637362638
d5937a885c6fc9ea5beb43a617e1f9cd	4	0.285714285714286
939871a198c583b335eb5f72e5be3be9	1	
7a35d7da3a5cfebb760562d163ac3481	3	0.697802197802198
8bed769e555e49f4b957fa85b5dd80ec	1	
0870bed41ac1ea603eebf1c526071328	1	
4757f3e81d933e13d3b1d8e51d8ce8df	3	0.697802197802198
9ffa8c829ec8026c60de1fc64bb58d6f	4	0.752747252747253
660ec56a470d72aa9f6d2b3bbe3b5e0f	1	
b935821ae980e45885f0d400c4866803	3	0.697802197802198
05d9d7f504b4e92461895cb9486a383a	3	0.697802197802198
a2c010e1aa1539f0bd0640d3039c8305	2	0.637362637362638
f4176df9d9af83bb5fb7599cee87ed84	1	
fadc5bf48ce911681ba11c9cd1e173ff	1	
34f6acabb17b75e44117eb9c58b53c5c	1	
7d071151e94db70588335c2c3cbc899f	1	
aa106d6231823f6bc27d6c49399b1fae	3	0.697802197802198
8fa2dd7ef9da733d852c0392127b3a5d	3	0.697802197802198
7553fe082183cf4281bfc59f7547f5a2	4	0.752747252747253
ca27b563bcf066731cb700e6d1349b6b	1	
b4938483d5aa0be9d6868363f305dbb6	3	0.697802197802198
34ddd58326ab2a2216fb5d29323bf533	3	0.697802197802198
09d0e69ada6e9b9204bec775988ec553	1	
aac4dd95d48bc83b5f157a2126d821a2	1	
eedf783fb4707ac0aa440a7696c1ae79	1	
d7d08ec62f786c29cb177c2ac89b0e49	1	
76622312d7cb73bdea88767e9413f2c4	3	0.697802197802198
f3c8ecf84aa46b26915fc2d8dc35e152	2	0.637362637362638
485394f1562d2ad411cfa8ef01bf6071	2	0.637362637362638
533bb78cbfa55d5ce84658fd8b582e7a	2	0.637362637362638
cd925efbb0d0d9f4f189e54ecd48ee06	2	0.637362637362638
8f2a34bf2beb3601d94218e9b92aadaf	5	0.802197802197802
8b14c3c7bda81d2f173f0bcf27f1d7ee	1	
b169eb9bb7ace36e641fffed6ba0f2cf	1	
a9d7b905db12e4e99190a19d551b7c52	3	0.697802197802198
3a9383dc56cdc6e7b73d8404ffa8f6fb	4	0.752747252747253
e9772f91f7644fbbb3f7a8bd2fbc5cd8	1	
fd6c125532be8ef1690356a06dee60da	1	
ed54496349a0e2ad56b575a23c4b4e37	3	0.697802197802198
b8c50e025ac3de2dbca687d59bf72837	1	
00d811aef14f2f7da920983f70922811	1	
cc77b307bca247a2632c5abbe09cb528	2	0.637362637362638
1be7728d124d64a41cd6f276c094a5ab	1	
ed9debd76b71bdfbda58c259cd59d993	1	
f500da08b5f923b8b1fa9b2265dbff49	1	
b3c986f5041aa2c4087fee71f9a03462	2	0.637362637362638
d89e2a4119c3f6ad9784fdfcda0613c2	1	
c08bf19c15485df16b193ffc6bf8f9d3	1	
cc5043a2400d66457a7f92bcb8011332	2	0.142857142857143
c2b4fa93a85920acc0091de5c684a612	2	0.637362637362638
d4944259e367713c739130b7ab8f59bc	1	
93a0dfed9b2d9fb677d33bafeabb54ad	1	
a25acf2b7ffc02090059593c1e8f732c	1	
524150ddb0f63085e3805eec73716538	3	0.697802197802198
040778fbf20aeb36a1b2f38cbf4dcbef	3	0.697802197802198
07e9f0a82d10fa1191d49dfb94c7ef7b	1	
5b7ca6c82c5d69a0657239ca1e542455	2	0.142857142857143
d7cc083d86f929780ea047dd4b7818d1	1	
504bdb63d33c04c9dbee61e130f73f15	2	0.637362637362638
9ca6a708e4fdf31d338a17c0bd08b466	1	
2163d0614b2c249ac4f998ccc670caf8	1	
defdacb6d62eb35714bec5665b531db6	2	0.637362637362638
099ab4d62f8ce274c8b69ffc1083f381	2	0.142857142857143
fb33edb6a6b666caa1dcb1cfa7aff095	1	
5f2e736c02b604195e340899d354f64f	3	0.697802197802198
852da091eb430329b97b2029ee749060	1	
24ddc91f7243c764fe4899c81cc5b999	1	
3554ea3af56c3563ad71c506830c273e	2	0.637362637362638
69302a89780071bd43910ba32cf1f732	3	0.214285714285714
98f8982ac614a64db682f5031c385add	1	
a905683fcef5e4555cf4677d05cfe38a	3	0.214285714285714
60f312d4b0f8bbd5eca55d23c6e42dfe	3	0.697802197802198
fc811a200057edad3d4a74648cf8bbd7	1	
3843ad79e1620763ac700fb4bed2f43c	4	0.752747252747253
710e7fb2ee36a8682cff9369a417f9b3	1	
89d5f3c8e639da583d4e5b8fa555ff1e	1	
9942a6044ac91895c53e05946e98a460	1	
4aa8051aac539df8982a390f18f09678	1	
b12cf3ffdeef6ca62d22e2a90cec7ab6	2	0.637362637362638
72beb4cddb595e6dbe753a902397ac41	1	
32ccc83cc2ae2c6ed43ca9278f0be32b	4	0.752747252747253
086746c6038c1fc309673df45c4c5d48	2	0.637362637362638
657f4b072ebf7e6f1a7bde944ea68456	1	
222e813bbb6a04f3307446988fa562ad	1	
e05d0be2dffd7576dd0c8a353e5a64c7	1	
7a66a6c9d2c314b43f8e9de18d1465d1	1	
1794dc045dc257c2ed8258b671794c5a	1	
ff1bca53909288388ef2e698c96c8f43	1	
5738b0fedaed97a5d80a107a3530032d	1	
31bcaf4440300f41b7fe07b31da76cb6	1	
9d8e950d39035d46746951b144b36148	2	0.637362637362638
1533515e5bd5b0d4fca743c731b5794d	1	
f980a6b641121d151f02651e7750d62a	1	
c465aeab502cf6bdfa6479563b929b63	1	
e4ffc700467940525d779f183e5344e7	1	
474f94c0a266b58488f2b9a70a22e106	1	
dca862d66df827ab0b73bad7eaf7d672	1	
690be1ff00131f01325ccb2cd5ec933a	1	
b1ca2977bc84ac1a50359a4e50c68e2b	1	
c2bdeae262e1e06e8feafcb58ab2f2d3	1	
a7929bb381f5181c9079376575de23a4	3	0.697802197802198
8ac213549364c0fee86b23a977c5c41c	3	0.214285714285714
736c52e860734beae8307e8ae92877b1	3	0.697802197802198
c0691f7f5bb8ad22223d35487b449e28	2	0.637362637362638
42767c0c4d508e61e245ec9cb3608166	1	
b693416a63433497e2b4270727d17853	1	
9fca23d88a1c18cace81fa995802eb3a	2	0.637362637362638
6e7926dc4afed46e6fce195f83169838	1	
8b7d464ad09ce525841ef2239358d173	2	0.637362637362638
673ee00a09af05602a69b8eedd9ca428	1	
d57974b1c9981378bab3b22dd6971704	1	
8783782eb94e2343c40b939938ef1f2f	4	0.752747252747253
abd36a7ffa60ffbb529f85f63e33c44a	1	
eaec98d7ff032f81cc2db8b5563969c3	1	
67fc7be62f877ecea8674d0f94b0f1d4	2	0.637362637362638
8c48a159e0393f8e832dd829736ee855	2	0.637362637362638
327099aac8e1cfacab8e0dfda79e5e0f	1	
87c04a959b6485e3ceb0fcbf8c502820	2	0.637362637362638
29bb056b69aaed377cf50354052729cf	4	0.752747252747253
863379a5997dbd28e6e8d957597d4ac2	1	
1c0b3cebad75123b8015fa14318a0e13	1	
bfe487f4b5e96dc33416ae1281a62d49	1	
abf0608b9a95e76408f7102344d62f7f	1	
b0e155b304060ea4a29483038ebe29f1	2	0.637362637362638
bf71795fde5bda5fba6893f2ba91750a	1	
85e1edde2d4214dbd321aa5861b1f691	1	
8b56757daf48849bcebca94923dfa01e	2	0.637362637362638
72931fa33c75d1317447f6f6fd62e4a6	2	0.637362637362638
6a1720521c4d65847daca9a8a29fff8a	1	
4a4116df957c4f650ee07e93d863c85e	1	
0c98d772ca16c4d3163ee2d5a60932b6	1	
eedf25cbc339812cee3c14e4b3926a5c	1	
e62439c79dedfebdc898eef8da2d450d	2	0.637362637362638
801bfe7375e5b15474e0f38e1895b3b2	3	0.697802197802198
4badc48a5f1ae5f801251a5222383631	1	
2c89573bc9b920bccd67c3b4e2e7793c	1	
928c150e833cbbc787e91bf7643ede78	1	
90794e3012177dbb98d3f0101801a858	1	
7375314fed6da05c7e4a6780a4a5bf3b	1	
b3fa2348f4b56f2f3bda39ba7affa4ea	2	0.637362637362638
38fee4a8f11a4acab406e5073ee92c01	2	0.637362637362638
f9823fba8a012f00f72dbd75572a065c	1	
a046543f42bbf2c59384557d3cfa5411	2	0.637362637362638
eb69933b9d6eb9e9ddfe9aaeb3c73ba6	1	
5b8c9eaf200466aeb19cce4f98f276d8	1	
c58824ed474e4c9e405b82eb44b5878f	1	
f965a44b2fa0972f617187119820cf15	3	0.697802197802198
73938afb1c71df6c18a401842b6602e1	1	
0f0d01d37919cb9ef5ddda3d199bf200	1	
fe505640cc531dfdb403ada1d164f75c	1	
cbbe629acce8de1551bca39bf2a2e982	1	
99dc56617aeb9a1d7d146f59b5112f42	2	0.637362637362638
35b103b83906c49a5304136698eda7ec	2	0.637362637362638
b32f0661f0d4ec52beb0aa6e8422333d	3	0.697802197802198
f42db23e05ef6b5aabe13b0d52312204	1	
b67157b3ccd07ba07b8d5ccc9d0d4a06	1	
8a470e34bc4694553704a9ce46bfc075	3	0.697802197802198
ad9a2a315285a64c6622c83715c0398b	3	0.214285714285714
187912381bcc677d26bbb2b15a7e098b	1	
94c449d6f63d3d9ec6dd7ccd369690dd	2	0.142857142857143
17a5e4ac46c6886b4b525c41774b4b1b	2	0.637362637362638
8b2dde40a53ee37dad7455fe60d3c143	1	
d6bd0999d8486537487038ca6bc07d79	3	0.214285714285714
136f394e9a14ed180d8c9ef138f04c47	2	0.637362637362638
623923bdcb7e59228013d35c74fc6158	1	
3747619ce97b49914907085f2d0046d5	2	0.637362637362638
be6062ba0dac0d03f3e597554a87c46d	1	
a5a518a568dbb6d24db977f392e4a57f	4	0.285714285714286
4352faff313643c23adb85498c10d8fa	1	
0c209ac726060e318d12115cf83114b4	3	0.214285714285714
0d6811a78334987e5b1c441f6f0100fc	1	
bea8270554db80255aefd8269b3a5ed0	2	0.637362637362638
ef5d99ee24cc7cfd4ae4c17bdb628654	1	
9201332984cd6e04b0d7fca02964021a	1	
dcb7ce425637351ce2b83aa57544618a	2	0.637362637362638
2f50ef03e9931bd10ff45ac5aea76d1d	1	
d16551e136e5d36602d6490fb08754dc	3	0.697802197802198
cd9944854aebc5330e11b07c8c69a25d	1	
a2bb1041bf612dc08ad5fec982d53831	1	
6ba695889acb1036eda99fdf7728b7c4	1	
431862a6ba0dc097286925eddb4d1210	1	
9ac663d0c3a7f08e1e5238ad499afd8c	1	
d17ec2ae7ce4b2604392af73ef0f5bad	1	
9492b93affa68a55d4918ccabac96a43	1	
8b06e1f457c3ba9b9e8cef83340cd2bd	3	0.697802197802198
dfe3bbb059f617db94220c07b1e447ea	1	
34906beaec9de2ec62e130b8da149187	1	
c7726e73e9e04d4cc1c5845dde4afef0	1	
133dd1653dc381f7379899c149188bb1	1	
6a8dddd1e9bcb42ec69bb41eef96612a	1	
f98d32d2cf50c86aa2d4d79d3341518e	2	0.637362637362638
5034ad4d86028f88d07fd4fa29ba0873	3	0.697802197802198
0ba6d8b06c54a8c7e066670c05af79db	2	0.637362637362638
f5e032885ddbf784eeea4652a10f6101	1	
e699890d96a269ba43961c574496bb4b	2	0.637362637362638
1fb64c54f8c6bfb2ad2d22dbdfdd0124	1	
052de8f774d98edf635b2a0ec8e16f18	2	0.637362637362638
811e611fd16f0a85199ada9e3c8473b2	1	
5a77cb749fe1398997b582a5a5eb8317	2	0.637362637362638
1c3dd4c2afbfae7b8014a9ed888eae29	1	
de0986a2cc83cd3428650dcc7f1113e9	2	0.637362637362638
f9a389613333f0cd9049ca1fa3774e60	2	0.637362637362638
bc9344c226062e0d491be2be2f9d5286	3	0.697802197802198
5945e32324397a731f78e1c7b972eeaa	1	
370b1a4e358252876e6d7b5efbb8fca3	2	0.637362637362638
c81aa5de0c96210a3dc072ca14fe396d	1	
da912371051c94077ef1013f653d49cb	1	
f53b44628ca0aa60cf4ec4ff2795be34	1	
d1673a3410182e88ac68fd37ccdbcc1f	2	0.637362637362638
b3a834c17d54abc95fea4d8cf6c51b04	1	
9ca23caf1830655d7843cb2b63a14d61	2	0.637362637362638
5b872f3cd143b7049e2a793783d9a28b	2	0.637362637362638
c47eb5efad6687bda68e4891cba96644	1	
9bdf646ce1b54aa18cd0f94709855df0	2	0.637362637362638
fedd83794cb00e991bcaf3c37c4ecc22	2	0.142857142857143
42bfe41f09597393bd4b932be0abf43b	1	
83bf8ee0596eeac46d41acf442b3571e	1	
38f205254b91e51698f005ca34914b34	2	0.142857142857143
48d90fa08520913d32643c950aef80b3	1	
e3e1b9dd92fbebadd11c75535a7c4cd9	1	
7d2712b53645f31085fd7dcd43f6f6e8	3	0.697802197802198
e54128dc711d4c50e8cea34ad022ffcf	3	0.697802197802198
8cd59d93a154e56edc038755fab048f6	2	0.637362637362638
046eea0cf897ec468575bd6380d3e801	3	0.697802197802198
7a296c0cadbc44c7878f12526303d08b	2	0.142857142857143
4f6401ed33c6e512bdad19d9dc8998c3	1	
c728f9428514dfc7238a755f735994e0	3	0.697802197802198
801d880a9ad5c00f686d030d796abf59	1	
3aa6d83c9bcfc38ccd124b92f372eb64	1	
91c9df4e0ec83258ab7d2552347c23a4	2	0.637362637362638
d0e185fbb0cb69cfe932a37611f8087f	3	0.697802197802198
051753772b7c831371c799fbb609be29	1	
02ec801aa43bdb59e667cb80d53b05db	1	
8124b28b8097eff4ce14b21f32cb487c	1	
d93887b863e3e493b874ce1cb41945a0	1	
aa88beb8c4efe177cc4f67b018887890	1	
c7a799b3caaa4aec398020b900363967	1	
05256bd21660b46f2b5646f2b2926850	1	
fc905c59831baaaa36c68a0b961cbe6a	1	
5ad3e77e9f789c81012648016bec13a4	4	0.752747252747253
5e3b760227daa9b72ca618848b110e7a	1	
9a7a30a57ab62328f226e272e2df3754	1	
5da4f2d5dc9cd07707050406d802c6d3	1	
746339d774a0eac579f828d8d48c6498	2	0.637362637362638
551bd7be79f14c5d20ff7ed16c175c33	2	0.637362637362638
e40d8e2570a98f9235db93dc138b839a	2	0.637362637362638
e570299ca8d373b829908f9f49c61475	1	
0f176cd7d22a4d8f64082df27f666b07	1	
87a3d8d5acaa09172cf34619af9c6569	1	
945dd97bc992e8313fef668240495ef4	1	
2272274484736a3c0db232d5a49cd1ee	1	
ecee5737c9f497f1f25e5ebae718fca8	1	
59fd90b28c503a788517f8f6d33bf820	1	
f2d960a9b66994f18b772374dab2676a	1	
3a7827dc18cf03cb208f4b978d39d159	1	
0951d46361325ec0189a0cd023f6bd0a	1	
9d0bac4ad17b5d661f9fdfbd780bddb1	1	
db5c0783364678e57b4979c45d31a165	2	0.637362637362638
c7ac5ad05fac22a3e97d164f2178ae59	2	0.637362637362638
efc0e80b01de8e161b65818207afb926	1	
9709aa905adc418e7c63af3bf6f88c7e	2	0.637362637362638
56b6b08b2f5e4ac77d6ed6c166675888	1	
6f52c1e0ec5ab987ec3759a5f72c71b3	2	0.637362637362638
88c7e8714a246e1aae7870f772b5623c	1	
175d02977e84e7567ad5192914b0496d	2	0.637362637362638
b897c705f607c77820f0219b1f3b9e0b	1	
4ec633fceafbeef6f3986ff39bc4d973	1	
3eec5fd6db566503dff3fd832a97d018	2	0.637362637362638
00e4fd753dbe33da6891b07d4f3ccf36	1	
78c163316894c7163fdd2555504ea226	2	0.637362637362638
f9cc6c5c8f8000bef0eb6674e3c52c78	1	
58f735e14269c8d5a928a0f6af7999f7	1	
2a7e8e8aeaeb7fac2c2c927cd1418068	3	0.697802197802198
ca1f1d95908e957b04339d6050d3f7e0	1	
e4dbb6bc20b4ac668566b43cdca2e881	1	
abdb74d05a798b819c2b4ab8921c11b2	1	
7ceac3ecb1020815662b3cc6df000f0c	1	
1bb6e0a267d49b434a052f655830293f	4	0.752747252747253
dd1dbec678af2a98da4afbcfe487276b	2	0.637362637362638
53dd6ed3dffc5a1eb5012404d28afca5	1	
6ae7b8c3d6fd9a5bb37569c4c19b12c6	2	0.637362637362638
f4ee786655ce03d985615f2008ac5c64	1	
9efb4b2b3a55ceb9bd935e38a150e430	1	
ffc075795671f5ba0d0df23954bd4378	3	0.697802197802198
a40f33ad0016af6bd80f397854951590	1	
1b6d85c97626aaf993d84117ee31c381	3	0.697802197802198
b9e602092665a36b978a9de9f3d07e8e	1	
01600571e314d6e53a958d4917b55783	1	
e796075061efb5977cdd9e1d14786c53	2	0.637362637362638
0efc20182611dc59c1c01c50cd1abaa1	1	
caeaa6e40c244eb86197b4dccfe17c5e	1	
deced87ef3c41ae4cc7c5ee4ab972435	2	0.637362637362638
d78d3ddb89e12b507c719ee9739d4448	1	
67108e9178dad8dc94a26b1a97b0e0e8	1	
1706b77198d86166a557070aedfac2df	1	
6db074b5c6e1988f271a79ca1d734964	1	
6e875934db1d23881554330d8872a961	1	
09fb706ee8be05eec411021b453e1473	2	0.637362637362638
529c6a4e4c11e85a725590e46f23f4fc	2	0.637362637362638
797e5ff6153c81225a24dcd7772f34fc	1	
4b99f444fbafbb9933e0b299070712ea	1	
f0b4f3caff704013515fe865bd5ac58c	2	0.637362637362638
28d76c6c416df70e080fd4ba6f0a6984	3	0.697802197802198
5d69c8137f646f0aaf2d05549cb14c7f	2	0.637362637362638
0896b2f1346b9b1b6ff49d5738a18ef5	3	0.697802197802198
7a83ceb0dd9f0791447cc4ac21bc1a76	3	0.697802197802198
8df23c93715419b6097d033fe413f2fe	3	0.214285714285714
ec8209fb768cc7caf6dca6223c926952	1	
0f1bf1c55ab44affaee693af537389c1	3	0.697802197802198
5d6d0d181954cc8820843aa7cad71a23	1	
3e1619569e0fc73ac9f9314bd1be7818	1	
640ce34e00c94fe8ddcc6c1fceee6e9f	1	
c38be833a15eca2900fefe9c0299f87c	3	0.697802197802198
e204a33a683e16aed3b0238c7f7f6737	1	
f326e1952508ed348499bf47267c43ec	1	
2b6b8ad18b7cffc386d0264cdb7b5e02	1	
fcaaa1894b4a8e2f3f529b64ddc08d66	1	
eb3b66a5b65e9a12de6f169e445938dc	2	0.637362637362638
047c070fb0868f94255bbe25cd318e23	1	
778ceb07057ccd33a5ca9f61a204382a	1	
dcdd855bd174c97a555c42e49750c913	1	
